表示語	解析語
sekio	sekio
sekreciino	sekreciino
seksologio	seksologio
sekvenci	sekvenci
sekvenco	sekvenco
sekvojadendro	sekvojadendro
selaginelo	selaginelo
selenato	selenato
selenido	selenido
selenito	selenito
selino	selino
semekarpo	semekarpo
semiologia	semiologia
semiologio	semiologio
semolo	semolo
seneskalo	seneskalo
senjoreco	senjoreco
senjorio	senjorio
senjoro	senjoro
sensitivo	sensitivo
sensiveco	sensiveco
sensometrio	sensometrio
sensora	sensora
sensorio	sensorio
sentivigi	sentivigi
sentiviĝi	sentiviĝi
senŝo	senŝo
separatismo	separatismo
separatisto	separatisto
separismo	separismo
sepiolito	sepiolito
sepsaĵo	sepsaĵo
sepseco	sepseco
sepsemio	sepsemio
serako	serako
seranedoj	seranedoj
serano	serano
serasalmo	serasalmo
serato	serato
seratulo	seratulo
sericino	sericino
sericito	sericito
serifo	serifo
serino	serino
serologio	serologio
seronegativa	seronegativa
seropozitiva	seropozitiva
serozaĵo	serozaĵo
serozo	serozo
serpentenpetro	serpentenpetro
serpentologio	serpentologio
serpigina	serpigina
serumologio	serumologio
servitudo	servitudo
sesdeknaŭumi	sesdeknaŭumi
sesila	sesila
seskvi	seskvi
seslerio	seslerio
sesterco	sesterco
sesteto	sesteto
setli	setli
setonforma	setonforma
setono	setono
sevo	sevo
sevruĝo	sevruĝo
sezamoido	sezamoido
sezelo	sezelo
sfacelo	sfacelo
sfalerito	sfalerito
sfego	sfego
sferoido	sferoido
sfigmo	sfigmo
sfigmografio	sfigmografio
sfigmografo	sfigmografo
sfingedoj	sfingedoj
sfinglipido	sfinglipido
sfingolo	sfingolo
sfingozino	sfingozino
sfinkŝo	sfinkŝo
sialo	sialo
sialogena	sialogena
sialoreo	sialoreo
siderito	siderito
sienito	sienito
sifiliŝo	sifiliŝo
sigilario	sigilario
sigmoido	sigmoido
signaturi	signaturi
signaturo	signaturo
signifika	signifika
signifikanca	signifikanca
signifikanco	signifikanco
signifiki	signifiki
silano	silano
sileo	sileo
silibo	silibo
siliciato	siliciato
siliciido	siliciido
silicozo	silicozo
silikato	silikato
silto	silto
siltopetro	siltopetro
silviedoj	silviedoj
silvino	silvino
simarubacoj	simarubacoj
simarubo	simarubo
simbionto	simbionto
simbiozanto	simbiozanto
simbranko	simbranko
simbrankoformaj	simbrankoformaj
simfalango	simfalango
simieska	simieska
simo	simo
simpata	simpata
simpatektomio	simpatektomio
simpatino	simpatino
simpato	simpato
simplekso	simplekso
simptomologio	simptomologio
simulio	simulio
simuno	simuno
sinagoĝo	sinagoĝo
sinalefo	sinalefo
sinantropo	sinantropo
sinartro	sinartro
sincitio	sincitio
sinekdoko	sinekdoko
sinerezo	sinerezo
sinistra	sinistra
sinistro	sinistro
sinistrozo	sinistrozo
sinjorido	sinjorido
sinklinalo	sinklinalo
sinkronoskopo	sinkronoskopo
sinoplo	sinoplo
sinosto	sinosto
sinoviito	sinoviito
sintagmo	sintagmo
sintakŝo	sintakŝo
sintezazo	sintezazo
sintri	sintri
sirinkso	sirinkso
sisopo	sisopo
sitŭo	sitŭo
siumo	siumo
sizaro	sizaro
sizimbrio	sizimbrio
siĥo	siĥo
skabo	skabo
skafoido	skafoido
skafopodoj	skafopodoj
skaldo	skaldo
skandiko	skandiko
skanografio	skanografio
skanografo	skanografo
skao	skao
skapo	skapo
skarifikatoro	skarifikatoro
skerĉo	skerĉo
skino	skino
skiro	skiro
skistosomo	skistosomo
skistosomozo	skistosomozo
skita	skita
skizeco	skizeco
skizofitoj	skizofitoj
skizomicetoj	skizomicetoj
skleranto	skleranto
sklerenkimo	sklerenkimo
sklerotito	sklerotito
skolekso	skolekso
skolimo	skolimo
skolio	skolio
skoliozo	skoliozo
skoliulo	skoliulo
skolopedoj	skolopedoj
skombroidoj	skombroidoj
skono	skono
skopo	skopo
skopofilio	skopofilio
skopolamino	skopolamino
skorpeno	skorpeno
skorpenoformaj	skorpenoformaj
skorpiuro	skorpiuro
skrapatoro	skrapatoro
skrofulario	skrofulario
skrutinii	skrutinii
skrutinio	skrutinio
skulptura	skulptura
skulpturo	skulpturo
skunko	skunko
skutelario	skutelario
skuti	skuti
skutilo	skutilo
skvaleno	skvaleno
skvaro	skvaro
skvaŝo	skvaŝo
slavisto	slavisto
slivovico	slivovico
slugio	slugio
slumiĝi	slumiĝi
slumo	slumo
slupo	slupo
smalto	smalto
smiconito	smiconito
smilodonto	smilodonto
snajpero	snajpero
snejlo	snejlo
sob	sob
sobiri	sobiri
sobiĝi	sobiĝi
sodokuo	sodokuo
sofito	sofito
soforo	soforo
sofrologio	sofrologio
sofrologo	sofrologo
sojplantidoj	sojplantidoj
soldanelo	soldanelo
solfataro	solfataro
solitono	solitono
solivo	solivo
soloo	soloo
solvantumi	solvantumi
somata	somata
somato	somato
somatogamio	somatogamio
somnolemo	somnolemo
somnoli	somnoli
somnolo	somnolo
somo	somo
sonko	sonko
soporo	soporo
sor	sor
soraba	soraba
sorabo	sorabo
sorado	sorado
sorbeco	sorbeco
sorbuso	sorbuso
sorikedoj	sorikedoj
soriri	soriri
sorito	sorito
soro	soro
sorpujo	sorpujo
sorĝo	sorĝo
sovĥozo	sovĥozo
spaciala	spaciala
spagato	spagato
spahio	spahio
spaliero	spaliero
sparedoj	sparedoj
sparganio	sparganio
spartio	spartio
spatango	spatango
spatulo	spatulo
spekulario	spekulario
speleo	speleo
spergulario	spergulario
spergulo	spergulo
spermatido	spermatido
spermatio	spermatio
spermatiujo	spermatiujo
spermatocito	spermatocito
spermatofitoj	spermatofitoj
spermatogenezo	spermatogenezo
spermatogonio	spermatogonio
spermicido	spermicido
spermidino	spermidino
spermino	spermino
spermogonio	spermogonio
spermoreo	spermoreo
spinako	spinako
spinelo	spinelo
spiranteso	spiranteso
spirilozo	spirilozo
spiroketaloj	spiroketaloj
spiroketozo	spiroketozo
spirometrio	spirometrio
splankniko	splankniko
splanknologio	splanknologio
splenda	splenda
splendi	splendi
splenio	splenio
spondilito	spondilito
spondilozo	spondilozo
sponta	sponta
spontaneismo	spontaneismo
spontono	spontono
sporofito	sporofito
sporogonio	sporogonio
sporotrikozo	sporotrikozo
sporotrikumo	sporotrikumo
sporozooj	sporozooj
spoto	spoto
spraji	spraji
spurti	spurti
spurto	spurto
stafilokokozo	stafilokokozo
stafilomo	stafilomo
stakio	stakio
stakiozo	stakiozo
stakiso	stakiso
stampedo	stampedo
stapelio	stapelio
statino	statino
statŭo	statŭo
stavo	stavo
stazo	stazo
staĝi	staĝi
staĥanovismo	staĥanovismo
stearo	stearo
steatito	steatito
steato	steato
steatolizo	steatolizo
steatopuga	steatopuga
steatoreo	steatoreo
steatozo	steatozo
stegi	stegi
stego	stego
stegocefaloj	stegocefaloj
stegosaŭro	stegosaŭro
stekiometria	stekiometria
stekiometrio	stekiometrio
stelario	stelario
steliono	steliono
stelita	stelita
stenografistino	stenografistino
stenografisto	stenografisto
stenomaŝino	stenomaŝino
stenozo	stenozo
steradiano	steradiano
stereo	stereo
stereoplanigrafo	stereoplanigrafo
stereotomio	stereotomio
sterido	sterido
sterilizado	sterilizado
sterilizatoro	sterilizatoro
sterilizilo	sterilizilo
sterkorario	sterkorario
sterkulio	sterkulio
sternorinkoj	sternorinkoj
stero	stero
steroido	steroido
stetoskopio	stetoskopio
stigmatizi	stigmatizi
stilito	stilito
stilobato	stilobato
stimanto	stimanto
stimi	stimi
stimo	stimo
stimulino	stimulino
stinka	stinka
stinki	stinki
stipingo	stipingo
stipito	stipito
stiĥometrio	stiĥometrio
stokasta	stokasta
stokastiko	stokastiko
stokasto	stokasto
stomatito	stomatito
stomato	stomato
stomatologio	stomatologio
stomatologo	stomatologo
stomatoskopio	stomatoskopio
stomatoskopo	stomatoskopo
stomo	stomo
stopi	stopi
storako	storako
stornelo	stornelo
stotinko	stotinko
strabotomio	strabotomio
stramonio	stramonio
strangurio	strangurio
stratigrafo	stratigrafo
stratioto	stratioto
strekumi	strekumi
strelicio	strelicio
strepsipteroj	strepsipteroj
streptokokozo	streptokokozo
streptomiceto	streptomiceto
streptopelio	streptopelio
stresa	stresa
stresi	stresi
stresigi	stresigi
stresiĝi	stresiĝi
streso	streso
streĉeco	streĉeco
strida	strida
stridi	stridi
strigedoj	strigedoj
strikno	strikno
strobo	strobo
stroboskopio	stroboskopio
strofanto	strofanto
strofario	strofario
stromatolito	stromatolito
stromo	stromo
stroncianito	stroncianito
strongilo	strongilo
strongiluloj	strongiluloj
strudelo	strudelo
stupro	stupro
sturnedoj	sturnedoj
subdukcio	subdukcio
suberino	suberino
suberito	suberito
subero	subero
suberozo	suberozo
subliminala	subliminala
subsidenco	subsidenco
substanĉo	substanĉo
subtraĥi	subtraĥi
suedo	suedo
suedoj	suedoj
sufrageto	sufrageto
sufuzi	sufuzi
sufuzo	sufuzo
suicido	suicido
suito	suito
sukcenato	sukcenato
sukcesio	sukcesio
sukerato	sukerato
sukulenta	sukulenta
sukurado	sukurado
sukurejo	sukurejo
sukuri	sukuri
sukurismo	sukurismo
sukuristo	sukuristo
sulfatamido	sulfatamido
sulfatanhidrido	sulfatanhidrido
sulfcianato	sulfcianato
sulfimido	sulfimido
sulfinato	sulfinato
sulfinilo	sulfinilo
sulfino	sulfino
sulfitanhidrido	sulfitanhidrido
sulfo	sulfo
sulfonamido	sulfonamido
sulfonato	sulfonato
sulfonilo	sulfonilo
sulfonio	sulfonio
sulfono	sulfono
sulfurilo	sulfurilo
sulkio	sulkio
sumilo	sumilo
suo	suo
suomo	suomo
supei	supei
supeo	supeo
superba	superba
supermarkto	supermarkto
supernovao	supernovao
supinanto	supinanto
suprematismo	suprematismo
surealistoj	surealistoj
surmuleto	surmuleto
suspendi	suspendi
suspendo	suspendo
suspensiero	suspensiero
suspensiigi	suspensiigi
suspensio	suspensio
suspensioido	suspensioido
suspensoria	suspensoria
suspensorio	suspensorio
suzereno	suzereno
svetero	svetero
svitenio	svitenio
tabakozo	tabakozo
tabanedoj	tabanedoj
tabeta	tabeta
tabeto	tabeto
tabetulo	tabetulo
tabuleo	tabuleo
taelo	taelo
tajgo	tajgo
tajpeca	tajpeca
takeometrio	takeometrio
takeometro	takeometro
takigrafo	takigrafo
takikardio	takikardio
takipneo	takipneo
taksiso	taksiso
taksodio	taksodio
taksono	taksono
taksuŝo	taksuŝo
talamo	talamo
talfitoj	talfitoj
taliktro	taliktro
talitro	talitro
talofitoj	talofitoj
talpedoj	talpedoj
talvego	talvego
tamaziĥto	tamaziĥto
tamburumo	tamburumo
tamo	tamo
tamponado	tamponado
tamponi	tamponi
tampono	tampono
tamula	tamula
tanacido	tanacido
tangaro	tangaro
tantalato	tantalato
tapiserio	tapiserio
tapsio	tapsio
tapso	tapso
taraksako	taraksako
tari	tari
tarsalgio	tarsalgio
tarza	tarza
tarzito	tarzito
tarzo	tarzo
tatara	tatara
tatŭi	tatŭi
tazeto	tazeto
taĉo	taĉo
taĝeto	taĝeto
taŭono	taŭono
taŭtomereco	taŭtomereco
taŭtomerismo	taŭtomerismo
taŭtomero	taŭtomero
teacoj	teacoj
tebaa	tebaa
tebaino	tebaino
tebaismo	tebaismo
tedeumo	tedeumo
tefigramo	tefigramo
teflono	teflono
tegenario	tegenario
teino	teino
tekilo	tekilo
teknikologio	teknikologio
teknikoloro	teknikoloro
teknokratio	teknokratio
teknokrato	teknokrato
teknopatio	teknopatio
telefonio	telefonio
telekinezo	telekinezo
teleksi	teleksi
telekso	telekso
telencefalo	telencefalo
teleosteoj	teleosteoj
teleŭtosporo	teleŭtosporo
telimicetoj	telimicetoj
telio	telio
teliomicetoj	teliomicetoj
telisporo	telisporo
telkele	telkele
telo	telo
telofazo	telofazo
telopeo	telopeo
teluguo	teluguo
telurito	telurito
tempumi	tempumi
tempumilo	tempumilo
tenaro	tenaro
tendenito	tendenito
tendenotomio	tendenotomio
tendenĉo	tendenĉo
tenebrio	tenebrio
tenesmo	tenesmo
teniicido	teniicido
teniozo	teniozo
teniŝo	teniŝo
tensimetrio	tensimetrio
tenujo	tenujo
tenurano	tenurano
tenuro	tenuro
teobromino	teobromino
teobromo	teobromo
teofilino	teofilino
teogonio	teogonio
teoloĝo	teoloĝo
teorbo	teorbo
tepalo	tepalo
terafozedoj	terafozedoj
terafozo	terafozo
terapeŭto	terapeŭto
terario	terario
terato	terato
teratogena	teratogena
tercino	tercino
terebintino	terebintino
tergalo	tergalo
teriako	teriako
terido	terido
terioj	terioj
terminatoro	terminatoro
termio	termio
termistoro	termistoro
termogena	termogena
ternara	ternara
teromorfoj	teromorfoj
terpeno	terpeno
terpineolo	terpineolo
terpino	terpino
testacelo	testacelo
testikito	testikito
tetanio	tetanio
tetanoso	tetanoso
tetr	tetr
tetragona	tetragona
tetraleno	tetraleno
tetraonedoj	tetraonedoj
tetrarkio	tetrarkio
tetrilo	tetrilo
teŭgo	teŭgo
teŭkrio	teŭkrio
ti	ti
tiala	tiala
tiazolo	tiazolo
tiaĵo	tiaĵo
tibuŝeno	tibuŝeno
tifeo	tifeo
tifoida	tifoida
tiglo	tiglo
tiksotropa	tiksotropa
tiksotropeco	tiksotropeco
tilandsio	tilandsio
tilburo	tilburo
tili	tili
tilito	tilito
tilo	tilo
timeleo	timeleo
timianolo	timianolo
timino	timino
timpanono	timpanono
tineedoj	tineedoj
tinio	tinio
tinno	tinno
tiofeno	tiofeno
tiolo	tiolo
tionilo	tionilo
tiono	tiono
tipologio	tipologio
tiptologio	tiptologio
tipuano	tipuano
tipuledoj	tipuledoj
tiranio	tiranio
tiratrono	tiratrono
tireo	tireo
tireoido	tireoido
tireotomio	tireotomio
tiristrono	tiristrono
tirogenea	tirogenea
tiroidektomio	tiroidektomio
tiroidito	tiroidito
tiroidstimulino	tiroidstimulino
tiroksino	tiroksino
tiroo	tiroo
tirozino	tirozino
tirso	tirso
titanato	titanato
titio	titio
titulara	titulara
tizanopteroj	tizanopteroj
tizanuroj	tizanuroj
tiĝo	tiĝo
tjurka	tjurka
tlaspo	tlaspo
tmezo	tmezo
tohuvabohuo	tohuvabohuo
tokelo	tokelo
tokoferolo	tokoferolo
tokonomo	tokonomo
toluidino	toluidino
toluilo	toluilo
toluolo	toluolo
tomano	tomano
tomio	tomio
tomografio	tomografio
tomografo	tomografo
tonidona	tonidona
toniiga	toniiga
toniigo	toniigo
tonio	tonio
tonko	tonko
tonsilektomio	tonsilektomio
topikigi	topikigi
topiko	topiko
topologo	topologo
toponimio	toponimio
tordeco	tordeco
toreado	toreado
torei	torei
toreisto	toreisto
torinoko	torinoko
tormentilo	tormentilo
tortikolo	tortikolo
tortrikedoj	tortrikedoj
tortriko	tortriko
torŝo	torŝo
toskana	toskana
totalizatoro	totalizatoro
toĝo	toĝo
toĥaro	toĥaro
trabeklo	trabeklo
trabumita	trabumita
traceado	traceado
tracei	tracei
traceo	traceo
tradeskantio	tradeskantio
tradi	tradi
trago	trago
tragoledoj	tragoledoj
tragopogo	tragopogo
tragopogono	tragopogono
trakcio	trakcio
trakelio	trakelio
trakeofitoj	trakeofitoj
trakeoido	trakeoido
trakino	trakino
trakito	trakito
trakomo	trakomo
tramelo	tramelo
tramontano	tramontano
tramvoĵo	tramvoĵo
transaĵo	transaĵo
transduktoro	transduktoro
transgreso	transgreso
transpirado	transpirado
transpiri	transpiri
transpiro	transpiro
travertino	travertino
traĥino	traĥino
traĥito	traĥito
traŭmatizi	traŭmatizi
traŭmatologio	traŭmatologio
trea	trea
tremelo	tremelo
tremolito	tremolito
treo	treo
treonino	treonino
trepidi	trepidi
treponemicido	treponemicido
treponemo	treponemo
treponemozo	treponemozo
triado	triado
triakontano	triakontano
tribadismo	tribadismo
tribometrio	tribometrio
triceratopo	triceratopo
triftongo	triftongo
trigledoj	trigledoj
trigonelo	trigonelo
triketro	triketro
trikofito	trikofito
trikofitozo	trikofitozo
trikolomo	trikolomo
trikomicetozo	trikomicetozo
trikopatio	trikopatio
trikoplazio	trikoplazio
trikopteroj	trikopteroj
trikozo	trikozo
trikuspida	trikuspida
trikvetro	trikvetro
trilio	trilio
triplikato	triplikato
triploida	triploida
tripsinogeno	tripsinogeno
triptofano	triptofano
trismo	trismo
trisoma	trisoma
triteto	triteto
tritio	tritio
triulo	triulo
triĥo	triĥo
triĥofito	triĥofito
triĥopteroj	triĥopteroj
trofio	trofio
trofoneŭrozo	trofoneŭrozo
trogio	trogio
trogono	trogono
trogonoformaj	trogonoformaj
trokantero	trokantero
trokaro	trokaro
trokitero	trokitero
trokleo	trokleo
trolio	trolio
trombektomio	trombektomio
trombidiedoj	trombidiedoj
trombidio	trombidio
trombidiozo	trombidiozo
trombino	trombino
trombocito	trombocito
tromelo	tromelo
tropidonoto	tropidonoto
trotuarumi	trotuarumi
trovitejo	trovitejo
trumpo	trumpo
truskeno	truskeno
tsetseo	tsetseo
tuberkulinizado	tuberkulinizado
tuberkulizado	tuberkulizado
tuberkuloza	tuberkuloza
tufiĝanta	tufiĝanta
tujano	tujano
tujolo	tujolo
tujono	tujono
tujopso	tujopso
tukuo	tukuo
tularemio	tularemio
tulua	tulua
tuluo	tuluo
turbelarioj	turbelarioj
turbida	turbida
turbido	turbido
turbidtavolo	turbidtavolo
turdedoj	turdedoj
turga	turga
turgeco	turgeco
turgesko	turgesko
turnedoso	turnedoso
turniketo	turniketo
tvido	tvido
ubikva	ubikva
ublieto	ublieto
udmurto	udmurto
uesto	uesto
ugra	ugra
ugro	ugro
ulvo	ulvo
ulvoficoj	ulvoficoj
umbilikario	umbilikario
umbra	umbra
umbro	umbro
umjako	umjako
umlaŭto	umlaŭto
unaŭo	unaŭo
unciala	unciala
uncialo	uncialo
uncio	uncio
undario	undario
undek	undek
ungolo	ungolo
unitaria	unitaria
unitariismo	unitariismo
unkti	unkti
unuara	unuara
unuto	unuto
uoko	uoko
upasarbo	upasarbo
uperkuto	uperkuto
upupedoj	upupedoj
uracilo	uracilo
urako	urako
uranilo	uranilo
uraninito	uraninito
uranismo	uranismo
uratemio	uratemio
urato	urato
ureazo	ureazo
uredaloj	uredaloj
uredo	uredo
uredosporo	uredosporo
uredosporujo	uredosporujo
ureemio	ureemio
ureuso	ureuso
urgenera	urgenera
urinato	urinato
urinologio	urinologio
urinoreo	urinoreo
urinoskopio	urinoskopio
urlio	urlio
urodeloj	urodeloj
urogenera	urogenera
urografio	urografio
urologio	urologio
urologo	urologo
usklo	usklo
usneo	usneo
ustaŝo	ustaŝo
ustilagaloj	ustilagaloj
ustilago	ustilago
utajo	utajo
uterito	uterito
utriklo	utriklo
utrikulario	utrikulario
uveito	uveito
uveo	uveo
uvo	uvo
uzanco	uzanco
vadjango	vadjango
vaginalgio	vaginalgio
vaginalito	vaginalito
vaginalo	vaginalo
vagotomio	vagotomio
vaiŝjo	vaiŝjo
vajda	vajda
vajdblua	vajdblua
vajdo	vajdo
vajro	vajro
vakameo	vakameo
vakario	vakario
vakuolo	vakuolo
vakŭo	vakŭo
valerianelo	valerianelo
valerlaktono	valerlaktono
valga	valga
vampo	vampo
vandao	vandao
vanilino	vanilino
vanui	vanui
vaporizi	vaporizi
varanedoj	varanedoj
varioloido	varioloido
varleto	varleto
varmoestiga	varmoestiga
varmumi	varmumi
vaskularizi	vaskularizi
vaskulito	vaskulito
vaskulizi	vaskulizi
vazistaso	vazistaso
vazopresino	vazopresino
vedanto	vedanto
veksilo	veksilo
veksilologio	veksilologio
velkozo	velkozo
velŝo	velŝo
venebla	venebla
venerea	venerea
venerologio	venerologio
veprejo	veprejo
verbesino	verbesino
verbezeno	verbezeno
verismo	verismo
vermiso	vermiso
vernalizi	vernalizi
vernalizo	vernalizo
verticilio	verticilio
vertigo	vertigo
vertiĉo	vertiĉo
vertrago	vertrago
verugao	verugao
verukozo	verukozo
verumontanito	verumontanito
verumontano	verumontano
veselo	veselo
vespedoj	vespedoj
vespertilionedoj	vespertilionedoj
vespertiliono	vespertiliono
vet	vet
vezanio	vezanio
vibracio	vibracio
vibratoro	vibratoro
vibrio	vibrio
vibriso	vibriso
viglado	viglado
vigno	vigno
vikara	vikara
vikstremio	vikstremio
viktualio	viktualio
villo	villo
vimplo	vimplo
vincetoksiko	vincetoksiko
vinkamino	vinkamino
vinkulo	vinkulo
vinologio	vinologio
violente	violente
violenti	violenti
violento	violento
vipako	vipako
viperedoj	viperedoj
virgino	virgino
virialo	virialo
virjono	virjono
virozo	virozo
virulenteco	virulenteco
virusologio	virusologio
virusozo	virusozo
viruŝo	viruŝo
virĝinalo	virĝinalo
visigoto	visigoto
viskeca	viskeca
vitacoj	vitacoj
vitaminologio	vitaminologio
vitelo	vitelo
vitiligo	vitiligo
vitologio	vitologio
vitrea	vitrea
vitreo	vitreo
vivario	vivario
viveredoj	viveredoj
vivulicido	vivulicido
vjelo	vjelo
voandzeo	voandzeo
vobli	vobli
vobligi	vobligi
vobligilo	vobligilo
vojevodio	vojevodio
vokoido	vokoido
volteo	volteo
volv	volv
volvarielo	volvarielo
vorko	vorko
vormiano	vormiano
vorticelo	vorticelo
vuajerismo	vuajerismo
vukerio	vukerio
vulkanologio	vulkanologio
vultua	vultua
vulvito	vulvito
zabajono	zabajono
zakusko	zakusko
zapi	zapi
zaporogo	zaporogo
zeino	zeino
zekino	zekino
zelkovo	zelkovo
zemstvo	zemstvo
zenano	zenano
zendo	zendo
zeo	zeo
zeolito	zeolito
zepto	zepto
zeta	zeta
zeŭsedoj	zeŭsedoj
zeŭsoformaj	zeŭsoformaj
zidovudino	zidovudino
zigeno	zigeno
zigofilo	zigofilo
zigomicetoj	zigomicetoj
zigomikotoj	zigomikotoj
zigosporo	zigosporo
zigurato	zigurato
zigzaĝo	zigzaĝo
zimo	zimo
zinkato	zinkato
zooforma	zooforma
zooloĝo	zooloĝo
zoomorfa	zoomorfa
ĉalazio	ĉalazio
ĉambrumi	ĉambrumi
ĉanojo	ĉanojo
ĉardo	ĉardo
ĉarelo	ĉarelo
ĉarlestono	ĉarlestono
ĉastuŝko	ĉastuŝko
ĉatelperonio	ĉatelperonio
ĉato	ĉato
ĉelologio	ĉelologio
ĉementi	ĉementi
ĉemento	ĉemento
ĉerimolibero	ĉerimolibero
ĉerimolio	ĉerimolio
ĉerimoliujo	ĉerimoliujo
ĉernozio	ĉernozio
ĉervonco	ĉervonco
ĉetio	ĉetio
ĉetniko	ĉetniko
ĉevioto	ĉevioto
ĉevronumita	ĉevronumita
ĉibuko	ĉibuko
ĉiesulo	ĉiesulo
ĉiklo	ĉiklo
ĉimozino	ĉimozino
ĉinologio	ĉinologio
ĉiomo	ĉiomo
ĉireto	ĉireto
ĉirimeno	ĉirimeno
ĉirkaŭumo	ĉirkaŭumo
ĉistero	ĉistero
ĉopero	ĉopero
ĉopsuo	ĉopsuo
ĉotedoj	ĉotedoj
ĉurovoj	ĉurovoj
ĝainismo	ĝainismo
ĝaino	ĝaino
ĝartero	ĝartero
ĝemina	ĝemina
ĝeminda	ĝeminda
ĝeneco	ĝeneco
ĝenio	ĝenio
ĝerbosoj	ĝerbosoj
ĝermanida	ĝermanida
ĝermeno	ĝermeno
ĝesto	ĝesto
ĝinfizo	ĝinfizo
ĝinno	ĝinno
ĝirafedoj	ĝirafedoj
ĥalazio	ĥalazio
ĥalkolitiko	ĥalkolitiko
ĥamsino	ĥamsino
ĥasidismo	ĥasidismo
ĥasido	ĥasido
ĥato	ĥato
ĥedero	ĥedero
ĥelicero	ĥelicero
ĥeliceruloj	ĥeliceruloj
ĥeto	ĥeto
ĥetognatoj	ĥetognatoj
ĥilo	ĥilo
ĥilopodoj	ĥilopodoj
ĥironekto	ĥironekto
ĥiropteroj	ĥiropteroj
ĥirurĝo	ĥirurĝo
ĥitino	ĥitino
ĥoano	ĥoano
ĥondrosteoj	ĥondrosteoj
ĥondrostomo	ĥondrostomo
ĥordo	ĥordo
ĥorduloj	ĥorduloj
ĥoto	ĥoto
ĵakarda	ĵakarda
ĵakardo	ĵakardo
ĵamado	ĵamado
ĵami	ĵami
ĵaro	ĵaro
ĵinglo	ĵinglo
ĵinso	ĵinso
ĵokero	ĵokero
ĵoruro	ĵoruro
ĵurasia	ĵurasia
ĵurasio	ĵurasio
ĵurnalistumo	ĵurnalistumo
ĵuĵicuo	ĵuĵicuo
ŝabato	ŝabato
ŝadufo	ŝadufo
ŝakdoo	ŝakdoo
ŝaktio	ŝaktio
ŝakuhaĉo	ŝakuhaĉo
ŝakumita	ŝakumita
ŝakŝuko	ŝakŝuko
ŝamigi	ŝamigi
ŝamoto	ŝamoto
ŝankroida	ŝankroida
ŝanĉo	ŝanĉo
ŝaptali	ŝaptali
ŝarĝatoro	ŝarĝatoro
ŝaĥo	ŝaĥo
ŝaŝliko	ŝaŝliko
ŝedo	ŝedo
ŝeklo	ŝeklo
ŝevioto	ŝevioto
ŝiboleto	ŝiboleto
ŝibui	ŝibui
ŝibuo	ŝibuo
ŝilinĝo	ŝilinĝo
ŝiokaro	ŝiokaro
ŝkopi	ŝkopi
ŝkopo	ŝkopo
ŝlemilo	ŝlemilo
ŝmalci	ŝmalci
ŝmalco	ŝmalco
ŝnapso	ŝnapso
ŝnurumo	ŝnurumo
ŝorto	ŝorto
ŝotro	ŝotro
ŝov	ŝov
ŝoĥti	ŝoĥti
ŝoĥtisto	ŝoĥtisto
ŝoĵio	ŝoĵio
ŝproso	ŝproso
ŝramanismo	ŝramanismo
ŝramano	ŝramano
ŝraŭbaĵilo	ŝraŭbaĵilo
ŝraŭbinigi	ŝraŭbinigi
ŝraŭbinigilo	ŝraŭbinigilo
ŝriki	ŝriki
ŝrotaĵo	ŝrotaĵo
ŝroto	ŝroto
ŝtanci	ŝtanci
ŝtancilo	ŝtancilo
ŝtoko	ŝtoko
ŝtrebo	ŝtrebo
ŝtudo	ŝtudo
ŝudro	ŝudro
ŝunjato	ŝunjato
ŝusado	ŝusado
ŝusi	ŝusi
ŝuso	ŝuso
ŝuŝi	ŝuŝi
ŝuŝo	ŝuŝo
ŝvarcaĵo	ŝvarcaĵo
ŝvebero	ŝvebero
