表示語	解析語
palinodio	palinodio
paliumo	paliumo
palmata	palmata
palmito	palmito
palpebrito	palpebrito
paludismo	paludismo
Pamplono	Pamplono
panako	panako
pandaledoj	pandaledoj
pandalo	pandalo
pandemonio	pandemonio
panhaso	panhaso
paniklito	paniklito
pankracio	pankracio
pankratio	pankratio
pankreatektomio	pankreatektomio
pankreatito	pankreatito
Panmunĵono	Panmunĵono
Panonio	Panonio
panopeo	panopeo
panoplio	panoplio
panslavismo	panslavismo
Pantagruelo	Pantagruelo
pantoteno	pantoteno
pantuno	pantuno
Panurgo	Panurgo
panuso	panuso
Panĝabio	Panĝabio
papajino	papajino
papavacoj	papavacoj
papaverino	papaverino
papavino	papavino
papaŭo	papaŭo
papeco	papeco
papiamento	papiamento
papilo	papilo
papilomozo	papilomozo
papiloto	papiloto
papiro	papiro
papirologio	papirologio
papirologo	papirologo
papiruŝo	papiruŝo
Papu-Nov-Gvineo	Papu-Nov-Gvineo
papulo	papulo
paraboloido	paraboloido
paracentezo	paracentezo
paradoso	paradoso
parafizo	parafizo
Paragvaĵo	Paragvaĵo
Parakleto	Parakleto
parakoro	parakoro
Paralipomenoj	Paralipomenoj
paramecio	paramecio
parasimpato	parasimpato
paratakso	paratakso
paratiroido	paratiroido
paraziticido	paraziticido
parazitozo	parazitozo
parazooj	parazooj
parciala	parciala
Parcino	Parcino
paregorika	paregorika
parezo	parezo
parietario	parietario
Parizio	Parizio
parkumi	parkumi
parlamentario	parlamentario
Parma	Parma
parmelio	parmelio
Parmenido	Parmenido
paroksitona	paroksitona
paronikio	paronikio
paroniĥio	paroniĥio
parotidito	parotidito
Parsia	Parsia
Parsiismo	Parsiismo
Parsio	Parsio
partenociso	partenociso
partenogenezo	partenogenezo
partitiva	partitiva
paruedoj	paruedoj
paruzio	paruzio
pasato	pasato
paseredoj	paseredoj
paspartuo	paspartuo
Pasteŭra	Pasteŭra
pastiso	pastiso
pataĵo	pataĵo
paternalismo	paternalismo
pateto	pateto
patienco	patienco
patio	patio
patno	patno
patogenezo	patogenezo
patognomonia	patognomonia
patoloĝo	patoloĝo
patoŝo	patoŝo
patristiko	patristiko
Patroklo	Patroklo
patrologio	patrologio
patroneo	patroneo
Patronia	Patronia
pavano	pavano
Pazifao	Pazifao
paĉinia	paĉinia
paŝtismo	paŝtismo
Paŭlanismo	Paŭlanismo
Paŭlano	Paŭlano
paŭlinio	paŭlinio
Paŭlino	Paŭlino
paŭlovnio	paŭlovnio
Paŭzanio	Paŭzanio
pecajo	pecajo
pedagoĝo	pedagoĝo
pedalio	pedalio
pedicelo	pedicelo
pediklo	pediklo
pedikuri	pedikuri
pedikuristo	pedikuristo
pedipalpo	pedipalpo
pedologo	pedologo
pegmatito	pegmatito
pegoformaj	pegoformaj
pegoido	pegoido
pejorativa	pejorativa
pejotlo	pejotlo
pektineo	pektineo
pekto	pekto
pektoralo	pektoralo
pelaga	pelaga
pelagano	pelagano
pelagianismo	pelagianismo
pelagiismo	pelagiismo
Pelagio	Pelagio
pelago	pelago
pelagulo	pelagulo
Peleido	Peleido
Peleo	Peleo
peletierino	peletierino
pelmela	pelmela
Pelopso	Pelopso
pelvometrio	pelvometrio
pemfigo	pemfigo
pendentivo	pendentivo
peneedoj	peneedoj
peneo	peneo
peneplano	peneplano
penicilo	penicilo
penisito	penisito
peniŝo	peniŝo
pensionato	pensionato
pent	pent
pentano	pentano
pentanolo	pentanolo
Pentekostano	Pentekostano
Pentezileo	Pentezileo
pentotalo	pentotalo
penĉo	penĉo
peplo	peplo
peplomo	peplomo
peponedo	peponedo
pepono	pepono
pepsinogeno	pepsinogeno
peptidazo	peptidazo
peptido	peptido
Percevalo	Percevalo
pereiva	pereiva
perestrojko	perestrojko
perfektivo	perfektivo
perforado	perforado
perfori	perfori
Pergamo	Pergamo
pergolo	pergolo
perianto	perianto
periciklo	periciklo
peridio	peridio
peridotito	peridotito
peridoto	peridoto
perifrazo	perifrazo
perigina	perigina
periglacia	periglacia
Perigozio	Perigozio
perikardiito	perikardiito
Periklo	Periklo
perikopo	perikopo
periljo	periljo
peripetio	peripetio
perisoreo	perisoreo
perispermo	perispermo
perispirito	perispirito
peritecio	peritecio
perkedoj	perkedoj
perkoformaj	perkoformaj
perkolatoro	perkolatoro
perkolo	perkolo
perleĉo	perleĉo
perlito	perlito
perlono	perlono
permalojo	permalojo
permanenta	permanenta
permeablazo	permeablazo
pernicioza	pernicioza
perniso	perniso
peroksio	peroksio
peroksisomo	peroksisomo
peroneo	peroneo
Perpetuo	Perpetuo
personalo	personalo
Persujo	Persujo
Peruĝano	Peruĝano
perĉeo	perĉeo
Perŭo	Perŭo
pestiĉio	pestiĉio
pesujo	pesujo
petazo	petazo
Petrarkeca	Petrarkeca
Petrarkeska	Petrarkeska
Petrarkismo	Petrarkismo
Petrarkumi	Petrarkumi
petrigi	petrigi
petriĝi	petriĝi
petriĝo	petriĝo
Petrogrado	Petrogrado
petrografio	petrografio
petrologo	petrologo
Petronio	Petronio
petroselino	petroselino
pezizo	pezizo
peĉblendo	peĉblendo
Peĉjo	Peĉjo
peĉoŝtono	peĉoŝtono
pH	pH
pielo	pielo
pieridedoj	pieridedoj
pieriso	pieriso
pietisto	pietisto
pikareska	pikareska
pikloj	pikloj
piknidio	piknidio
pikolino	pikolino
pikrilo	pikrilo
pikro	pikro
piksidio	piksidio
Pilado	Pilado
pileo	pileo
pilokarpino	pilokarpino
pilokarpo	pilokarpo
pilora	pilora
piloro	piloro
pilozelo	pilozelo
pimpinelo	pimpinelo
pinacoj	pinacoj
pinakolo	pinakolo
pinakolono	pinakolono
pinano	pinano
pinao	pinao
pinata	pinata
Pindaro	Pindaro
pineno	pineno
pingvikulo	pingvikulo
pinikolo	pinikolo
pinjino	pinjino
pinjono	pinjono
pinktado	pinktado
pinofitoj	pinofitoj
pinopsidoj	pinopsidoj
pintumo	pintumo
pioemio	pioemio
piogena	piogena
pioo	pioo
piooreo	piooreo
pipelino	pipelino
piperacoj	piperacoj
Pipino	Pipino
pirakanto	pirakanto
piralo	piralo
piramidalo	piramidalo
piramidono	piramidono
Piramo	Piramo
pirano	pirano
pirekso	pirekso
pirenomicetoj	pirenomicetoj
piretrino	piretrino
pirgeometro	pirgeometro
piridilo	piridilo
piridino	piridino
pirido	pirido
piridoksalfosfato	piridoksalfosfato
piridoksalo	piridoksalo
piridoksino	piridoksino
piridokso	piridokso
piridoksolo	piridoksolo
piriko	piriko
pirimidino	pirimidino
Piritoo	Piritoo
pirno	pirno
pirofora	pirofora
pirokseno	pirokseno
pirolizi	pirolizi
pirolizo	pirolizo
pirometro	pirometro
pironismo	pironismo
Pirono	Pirono
Pirro	Pirro
pirulo	pirulo
piruso	piruso
pistacio	pistacio
pita	pita
pitagorismo	pitagorismo
pitang-eŭgenio	pitang-eŭgenio
pitango	pitango
Pitia	Pitia
pitiata	pitiata
pitiatismo	pitiatismo
Pitio	Pitio
pitiriazo	pitiriazo
pituito	pituito
pitĉo	pitĉo
Pizistrato	Pizistrato
pizolito	pizolito
Pizono	Pizono
piŝi	piŝi
piŝtolo	piŝtolo
pjelito	pjelito
pjelo	pjelo
pK	pK
placebo	placebo
Placido	Placido
plagalo	plagalo
plagioklazo	plagioklazo
plagiostomoj	plagiostomoj
planetario	planetario
planimetro	planimetro
planizado	planizado
planizi	planizi
plantologio	plantologio
planuloidoj	planuloidoj
planumo	planumo
plasmaferezo	plasmaferezo
plasmido	plasmido
plasmodesmo	plasmodesmo
plasmodio	plasmodio
plasmodo	plasmodo
plasmogamio	plasmogamio
plastia	plastia
plastidaro	plastidaro
plastido	plastido
plastieco	plastieco
plastio	plastio
plastizi	plastizi
plastizilo	plastizilo
Plata-urbo	Plata-urbo
platdiĉo	platdiĉo
platenato	platenato
Plateo	Plateo
platicerio	platicerio
platino	platino
platismo	platismo
platoneca	platoneca
platonisma	platonisma
platumo	platumo
plazio	plazio
Plaŭto	Plaŭto
plegio	plegio
Plejadoj	Plejadoj
plejnkanto	plejnkanto
plekso	plekso
plektranto	plektranto
plen	plen
plendinda	plendinda
pleokroa	pleokroa
pleokroeco	pleokroeco
pleokroismo	pleokroismo
pleziosaŭro	pleziosaŭro
pleŭroto	pleŭroto
Plinio	Plinio
ploceedoj	ploceedoj
ploceo	ploceo
ploido	ploido
plozivo	plozivo
plumbato	plumbato
plur	plur
plurilo	plurilo
Plutarĥo	Plutarĥo
pluteo	pluteo
Pluviozo	Pluviozo
pluŝ	pluŝ
pneŭmata	pneŭmata
pneŭmo	pneŭmo
pneŭmogastra	pneŭmogastra
pneŭmonektomio	pneŭmonektomio
pneŭmonito	pneŭmonito
pneŭmono	pneŭmono
pneŭmonokoniozo	pneŭmonokoniozo
pneŭmonologio	pneŭmonologio
pneŭmonopatio	pneŭmonopatio
poacoj	poacoj
pocio	pocio
Podgorico	Podgorico
podokarpo	podokarpo
podzolo	podzolo
poezino	poezino
poezo	poezo
pogostemono	pogostemono
pojkiloterma	pojkiloterma
pokso	pokso
polajro	polajro
polarografio	polarografio
polarono	polarono
polemologio	polemologio
polemonio	polemonio
polenologio	polenologio
Polibio	Polibio
poliedro	poliedro
polieno	polieno
Polieŭkto	Polieŭkto
Polifemo	Polifemo
poligalo	poligalo
poligonato	poligonato
Poliklito	Poliklito
Polikrato	Polikrato
polikroa	polikroa
Polikseno	Polikseno
Polimnio	Polimnio
polimorfa	polimorfa
polimorfeco	polimorfeco
polimorfismo	polimorfismo
polinuklea	polinuklea
poliplektro	poliplektro
poliploida	poliploida
poliporo	poliporo
poliptiko	poliptiko
polisindeto	polisindeto
polistiko	polistiko
politikologio	politikologio
politologio	politologio
politriko	politriko
polituri	polituri
poliĥetoj	poliĥetoj
poliŝo	poliŝo
poljo	poljo
pomacoj	pomacoj
pomelo	pomelo
pomfritoj	pomfritoj
Pompeo	Pompeo
Poncio	Poncio
pondi	pondi
Pont-Eŭkseno	Pont-Eŭkseno
pontederio	pontederio
Pontino	Pontino
ponĉo	ponĉo
porfirino	porfirino
porfirio	porfirio
porfuro	porfuro
porna	porna
pornaĵo	pornaĵo
porne	porne
pornemulo	pornemulo
porni	porni
pornisto	pornisto
pornografaĵo	pornografaĵo
pornografo	pornografo
pornulo	pornulo
portanco	portanco
porĉo	porĉo
potaro	potaro
potencato	potencato
poterno	poterno
potirono	potirono
Potsdamo	Potsdamo
Potto	Potto
pozidonio	pozidonio
pozolano	pozolano
praantropo	praantropo
praho	praho
prakrito	prakrito
Praksitelo	Praksitelo
pratikablo	pratikablo
prato	prato
pre	pre
precedento	precedento
precepto	precepto
precioza	precioza
predelo	predelo
predispozicii	predispozicii
prefacio	prefacio
prefaco	prefaco
prefiksoido	prefiksoido
pregado	pregado
pregi	pregi
preleĝi	preleĝi
premiuma	premiuma
premiumo	premiumo
premiŝo	premiŝo
prenanteso	prenanteso
prenipova	prenipova
Prerialo	Prerialo
presto	presto
presurizi	presurizi
presurizilo	presurizilo
pretericio	pretericio
pretora	pretora
pretorano	pretorano
pretoreco	pretoreco
pretorejo	pretorejo
pretoro	pretoro
preventorio	preventorio
prezervi	prezervi
prezidio	prezidio
Priapa	Priapa
priapismo	priapismo
Priapo	Priapo
prikli	prikli
primatologio	primatologio
primavero	primavero
primordio	primordio
pristo	pristo
probabliko	probabliko
procelariedoj	procelariedoj
procionedoj	procionedoj
prodaĵo	prodaĵo
prodo	prodo
prodromo	prodromo
produktoro	produktoro
profazo	profazo
profetino	profetino
projekciatoro	projekciatoro
prokariota	prokariota
prokarioto	prokarioto
prokariotoj	prokariotoj
prokavio	prokavio
prokaviuloj	prokaviuloj
proklizaĵo	proklizaĵo
proklizo	proklizo
prokloro	prokloro
proklorofitoj	proklorofitoj
Prokno	Prokno
prokuratoro	prokuratoro
Prokusto	Prokusto
prolaktino	prolaktino
prolamino	prolamino
prolanemio	prolanemio
prolano	prolano
prolepso	prolepso
proliferado	proliferado
proliferema	proliferema
proliferi	proliferi
prolino	prolino
promilo	promilo
prominenco	prominenco
prominenta	prominenta
promotoro	promotoro
prompta	prompta
prompteco	prompteco
prompti	prompti
prompto	prompto
promulgi	promulgi
promulgo	promulgo
pronado	pronado
pronanto	pronanto
proni	proni
prono	prono
prononĉi	prononĉi
prop	prop
propagero	propagero
propanalo	propanalo
propano	propano
proparoksitona	proparoksitona
propenaldehido	propenaldehido
propenalo	propenalo
propenato	propenato
propileo	propileo
propilo	propilo
propionlaktono	propionlaktono
propiono	propiono
propoliso	propoliso
propriocepti	propriocepti
proprioceptilo	proprioceptilo
propulsi	propulsi
propulsilo	propulsilo
proscenio	proscenio
prosektoro	prosektoro
prospektivo	prospektivo
prostaglandino	prostaglandino
prostatektomio	prostatektomio
prostatito	prostatito
prosteto	prosteto
prostezo	prostezo
prostitucio	prostitucio
prostitŭi	prostitŭi
prostracio	prostracio
protalo	protalo
protamino	protamino
protazo	protazo
Protea	Protea
proteido	proteido
proteinazo	proteinazo
proteinliza	proteinliza
proteo	proteo
proterozoiko	proterozoiko
protido	protido
proto	proto
protoptero	protoptero
prototrofa	prototrofa
proverbologio	proverbologio
Providenĉo	Providenĉo
provincialo	provincialo
proviruso	proviruso
prudeco	prudeco
prudulino	prudulino
prudulo	prudulo
prujnumo	prujnumo
prunuso	prunuso
prurito	prurito
psamito	psamito
pseŭdomorfa	pseŭdomorfa
pseŭdomorfismo	pseŭdomorfismo
pseŭdomorfiĝi	pseŭdomorfiĝi
pseŭdopodo	pseŭdopodo
psidio	psidio
psikedela	psikedela
psikedelismo	psikedelismo
psiledoj	psiledoj
psilo	psilo
psilofito	psilofito
psilofitopsidoj	psilofitopsidoj
psilotacoj	psilotacoj
psiloto	psiloto
psilotopsidoj	psilotopsidoj
psitakedoj	psitakedoj
psitakozo	psitakozo
psoaso	psoaso
psoko	psoko
psokopteroj	psokopteroj
psoraleno	psoraleno
psoro	psoro
ptarmiko	ptarmiko
pteranodonto	pteranodonto
pteraspidmorfoj	pteraspidmorfoj
pteraspido	pteraspido
pteraspidoformaj	pteraspidoformaj
pteridofitoj	pteridofitoj
pterigo	pterigo
pteriguloj	pteriguloj
pterobrankoj	pterobrankoj
pterokarpo	pterokarpo
pteroklo	pteroklo
pterosaŭroj	pterosaŭroj
ptialazo	ptialazo
ptialino	ptialino
ptilonorinkedoj	ptilonorinkedoj
ptilonorinko	ptilonorinko
Ptolemea	Ptolemea
ptozo	ptozo
pubio	pubio
pubiotomio	pubiotomio
puca	puca
pudenda	pudenda
pudendo	pudendo
pudinĝo	pudinĝo
pudlado	pudlado
pudli	pudli
pudo	pudo
puduo	puduo
puerpera	puerpera
puerpereco	puerpereco
pufino	pufino
pukcinio	pukcinio
pulardo	pulardo
pulko	pulko
pulkvo	pulkvo
pullo	pullo
pulmito	pulmito
pulmonario	pulmonario
pulpito	pulpito
pulsatilo	pulsatilo
pultacea	pultacea
pululi	pululi
pulŝo	pulŝo
pumilio	pumilio
pumperniklo	pumperniklo
Punika	Punika
puniko	puniko
punkturo	punkturo
puntiliema	puntiliema
puntilio	puntilio
puntistino	puntistino
Puranoj	Puranoj
pureigi	pureigi
pureigilo	pureigilo
Purimo	Purimo
purino	purino
Purkinjo	Purkinjo
purpurao	purpurao
pusado	pusado
pustulozo	pustulozo
putrino	putrino
puvaterapio	puvaterapio
puĉisto	puĉisto
puŝtua	puŝtua
pŝento	pŝento
que	que
rabarbo-reumo	rabarbo-reumo
rabdismo	rabdismo
rabdisto	rabdisto
rabdo	rabdo
rabdomancio	rabdomancio
rabetrabotilo	rabetrabotilo
rablo	rablo
rabotatoro	rabotatoro
racema	racema
racemaĵo	racemaĵo
racemigo	racemigo
Racino	Racino
Radamantiso	Radamantiso
radar	radar
radiacio	radiacio
radikla	radikla
radiklito	radiklito
radiklo	radiklo
radiolarioj	radiolarioj
radiolarito	radiolarito
Rafaeleca	Rafaeleca
rafanistro	rafanistro
rafeo	rafeo
rafinozo	rafinozo
raflezio	raflezio
ragtimo	ragtimo
Rajmondo	Rajmondo
rajoformaj	rajoformaj
rakia	rakia
rakialgio	rakialgio
rakio	rakio
rakitogena	rakitogena
rakledo	rakledo
raledoj	raledoj
ramapiteko	ramapiteko
rambutano	rambutano
ramforinko	ramforinko
ramio	ramio
ramonĉo	ramonĉo
ramplo	ramplo
ramuro	ramuro
ranĉo	ranĉo
ranĝi	ranĝi
rapo-brasiko	rapo-brasiko
rasli	rasli
raslo	raslo
rastro	rastro
rastrumero	rastrumero
rastrumi	rastrumi
rastrumo	rastrumo
ratio	ratio
Raulo	Raulo
ravenalo	ravenalo
ravioloj	ravioloj
razii	razii
razio	razio
Raĝastano	Raĝastano
raĝino	raĝino
raĵo	raĵo
raŝo	raŝo
raŭfo	raŭfo
raŭto	raŭto
raŭvolfio	raŭvolfio
reado	reado
realgaro	realgaro
reaŭmura	reaŭmura
Reaŭmuro	Reaŭmuro
rebo	rebo
rebuŝo	rebuŝo
receptaklo	receptaklo
recesio	recesio
recesiva	recesiva
receso	receso
recidivi	recidivi
recidivo	recidivo
recidivulo	recidivulo
redempti	redempti
Redemptoro	Redemptoro
redoksa	redoksa
redokso	redokso
redunda	redunda
redundo	redundo
reela	reela
reelo	reelo
referendario	referendario
referenĉo	referenĉo
refraktara	refraktara
refrakteco	refrakteco
refraktoro	refraktoro
regatto	regatto
regeo	regeo
regolito	regolito
regurgiti	regurgiti
regurgito	regurgito
rehabiliti	rehabiliti
Rejnaldo	Rejnaldo
Rejnlando	Rejnlando
rekognoski	rekognoski
rekrutisto	rekrutisto
rektumito	rektumito
rekuperi	rekuperi
rekursio	rekursio
rekvizitoro	rekvizitoro
relegacio	relegacio
reliŝo	reliŝo
remburso	remburso
remita	remita
remito	remito
remonstranto	remonstranto
remoro	remoro
remtero	remtero
ren	ren
Renato	Renato
renaĵo	renaĵo
rendevŭo	rendevŭo
Renesanĉo	Renesanĉo
reniato	reniato
renino	renino
renonci	renonci
rentabilitato	rentabilitato
reobazo	reobazo
repetitoro	repetitoro
repo	repo
reprezentiveco	reprezentiveco
reprografi	reprografi
reskripto	reskripto
resolucio	resolucio
responsorio	responsorio
restitui	restitui
restrikta	restrikta
restrikto	restrikto
retablo	retablo
reti-romanĉa	reti-romanĉa
retikula	retikula
retikulo	retikulo
retikulozo	retikulozo
retinaklo	retinaklo
retinalo	retinalo
retinito	retinito
retinolo	retinolo
retinoloido	retinoloido
retinopatio	retinopatio
Retio	Retio
reumo	reumo
revanĉo	revanĉo
reverendo	reverendo
reversio	reversio
revulsio	revulsio
revŭo	revŭo
rezerpino	rezerpino
rezidentejo	rezidentejo
rezidento	rezidento
reziduo	reziduo
rezistivo	rezistivo
rezoluta	rezoluta
rezorcinolo	rezorcinolo
reŭmato	reŭmato
reŭmatoida	reŭmatoida
reŭmatologio	reŭmatologio
reŭmatologo	reŭmatologo
ribeko	ribeko
ribosoma	ribosoma
ribosomo	ribosomo
ribozo	ribozo
ricevujo	ricevujo
ricinino	ricinino
rifto	rifto
rikecialoj	rikecialoj
rikeciozoj	rikeciozoj
rikura	rikura
rikuri	rikuri
rikuro	rikuro
rilaksa	rilaksa
rilaksado	rilaksado
rilaksi	rilaksi
rilegi	rilegi
Rinaldo	Rinaldo
ringizi	ringizi
ringumi	ringumi
rinito	rinito
rinkocefaloj	rinkocefaloj
rino	rino
rinoceredoj	rinoceredoj
rinologio	rinologio
rinoplastio	rinoplastio
rinoskopio	rinoskopio
rinĥocefaloj	rinĥocefaloj
riolito	riolito
ripidistoj	ripidistoj
riporti	riporti
riportisto	riportisto
riposti	riposti
rislingo	rislingo
ritmenbluso	ritmenbluso
ritornelo	ritornelo
rivalto	rivalto
rivolŭo	rivolŭo
rivulario	rivulario
rizobio	rizobio
rizoforejo	rizoforejo
rizoforo	rizoforo
rizokarpo	rizokarpo
rizopodoj	rizopodoj
rizorio	rizorio
riĉ-raĉ	riĉ-raĉ
RNA	RNA
ro-monatoj	ro-monatoj
robaio	robaio
robajo	robajo
robbo	robbo
robro	robro
roburo	roburo
rocelo	rocelo
rodeo	rodeo
rodofitoj	rodofitoj
rodopsino	rodopsino
Rodoso	Rodoso
Rodrigo	Rodrigo
roeoj	roeoj
Rogacio	Rogacio
rojadi	rojadi
rokuarbo	rokuarbo
rokuo	rokuo
Rolando	Rolando
Rom-Germana	Rom-Germana
romanda	romanda
Romandio	Romandio
romando	romando
romantismo	romantismo
Romanĉio	Romanĉio
romboedra	romboedra
romboedro	romboedro
rondaŭo	rondaŭo
Ronsardo	Ronsardo
roo	roo
rorkvalo	rorkvalo
rosometro	rosometro
rosumo	rosumo
rotaismo	rotaismo
rotao	rotao
rotenono	rotenono
roverso	roverso
Roĝero	Roĝero
ruado	ruado
ruana	ruana
rubetro	rubetro
rubuŝo	rubuŝo
rudbekio	rudbekio
rugini	rugini
rugino	rugino
rumeno	rumeno
rumoro	rumoro
runcinata	runcinata
rundo	rundo
rungo	rungo
rusigi	rusigi
Rusiljono	Rusiljono
rusismo	rusismo
rusko	rusko
rusulo	rusulo
rutelo	rutelo
rutena	rutena
ruteniato	ruteniato
Rutenujo	Rutenujo
rutilo	rutilo
rutozido	rutozido
ruĝumi	ruĝumi
ruĵo	ruĵo
sabena	sabena
Sabenujo	Sabenujo
sabino	sabino
sablopetro	sablopetro
saburo	saburo
sadhuo	sadhuo
Sadio	Sadio
sado-masoĥismo	sado-masoĥismo
safena	safena
sagŭo	sagŭo
sahibo	sahibo
sajmirio	sajmirio
sakarato	sakarato
sakarazo	sakarazo
sakarido	sakarido
sakarometrio	sakarometrio
sakaromiceto	sakaromiceto
sakrala	sakrala
Saksujo	Saksujo
salamandredoj	salamandredoj
Salamiso	Salamiso
salangano	salangano
salicino	salicino
salikato	salikato
salikilato	salikilato
salikino	salikino
salikornio	salikornio
salikozido	salikozido
salmiso	salmiso
salmonelozo	salmonelozo
salpingito	salpingito
salpo	salpo
salpuloj	salpuloj
sambo	sambo
samizdato	samizdato
samolo	samolo
sampli	sampli
samplilo	samplilo
samplo	samplo
sandarako	sandarako
sandovo	sandovo
sangrio	sangrio
sangvisorbo	sangvisorbo
saniklo	saniklo
Sankta-Georgo	Sankta-Georgo
Sankta-Johano	Sankta-Johano
Sankta-Lucio	Sankta-Lucio
sanpaŭlio	sanpaŭlio
sanseviero	sanseviero
Sansimonisto	Sansimonisto
santalolo	santalolo
Sanĥeribo	Sanĥeribo
sapeko	sapeko
sapfa	sapfa
sapfismo	sapfismo
sapfismulino	sapfismulino
saponino	saponino
sapotacoj	sapotacoj
sapotbero	sapotbero
sapreja	sapreja
sapro	sapro
sapropelo	sapropelo
saproviveco	saproviveco
saprovivulismo	saprovivulismo
saprovivulo	saprovivulo
saprozoo	saprozoo
saracenio	saracenio
sarafano	sarafano
sarako	sarako
sarcino	sarcino
Sardanapalo	Sardanapalo
sardano	sardano
Sardeso	Sardeso
sardona	sardona
Sardujo	Sardujo
sarkofaĝo	sarkofaĝo
sarkomozo	sarkomozo
sarkopsilo	sarkopsilo
sarkopto	sarkopto
Sarlando	Sarlando
Sarmatujo	Sarmatujo
sarmenta	sarmenta
sarmento	sarmento
Saro	Saro
sartorio	sartorio
Sartra	Sartra
sarusofono	sarusofono
Sasanidoj	Sasanidoj
satisfakcio	satisfakcio
Saulo	Saulo
savarino	savarino
Savoja	Savoja
saŝimo	saŝimo
Saŭlo	Saŭlo
saŭriskioj	saŭriskioj
sbiro	sbiro
scifozooj	scifozooj
scilo	scilo
scinkedoj	scinkedoj
scinko	scinko
scintili	scintili
scintilografio	scintilografio
scintilogramo	scintilogramo
scintilometro	scintilometro
scintiloskanilo	scintiloskanilo
sciuredoj	sciuredoj
sebaco	sebaco
Sebastiano	Sebastiano
sebasto	sebasto
sebuma	sebuma
sedeco	sedeco
sedi	sedi
sedimentologio	sedimentologio
sedo	sedo
segregacio	segregacio
seisma	seisma
seismo	seismo
seismografo	seismografo
seismogramo	seismogramo
seismologio	seismologio
seismologo	seismologo
sekio	sekio
sekreciino	sekreciino
seksologio	seksologio
sekvenci	sekvenci
sekvenco	sekvenco
sekvojadendro	sekvojadendro
selaginelo	selaginelo
selenato	selenato
selenido	selenido
selenito	selenito
selino	selino
semekarpo	semekarpo
Semelo	Semelo
semiologia	semiologia
semiologio	semiologio
Semiramiso	Semiramiso
semolo	semolo
seneskalo	seneskalo
senjoreco	senjoreco
senjorio	senjorio
senjoro	senjoro
sensitivo	sensitivo
sensiveco	sensiveco
sensometrio	sensometrio
sensora	sensora
sensorio	sensorio
sentivigi	sentivigi
sentiviĝi	sentiviĝi
senŝo	senŝo
separatismo	separatismo
separatisto	separatisto
separismo	separismo
sepiolito	sepiolito
sepsaĵo	sepsaĵo
sepseco	sepseco
sepsemio	sepsemio
Septuaginto	Septuaginto
serako	serako
seranedoj	seranedoj
serano	serano
serasalmo	serasalmo
serato	serato
seratulo	seratulo
sericino	sericino
sericito	sericito
serifo	serifo
serino	serino
serologio	serologio
seronegativa	seronegativa
seropozitiva	seropozitiva
serozaĵo	serozaĵo
serozo	serozo
serpentenpetro	serpentenpetro
serpentologio	serpentologio
serpigina	serpigina
serumologio	serumologio
servitudo	servitudo
sesdeknaŭumi	sesdeknaŭumi
sesila	sesila
seskvi	seskvi
seslerio	seslerio
sesterco	sesterco
sesteto	sesteto
setli	setli
setonforma	setonforma
setono	setono
sevo	sevo
sevruĝo	sevruĝo
sezamoido	sezamoido
sezelo	sezelo
sfacelo	sfacelo
sfalerito	sfalerito
sfego	sfego
sferoido	sferoido
sfigmo	sfigmo
sfigmografio	sfigmografio
sfigmografo	sfigmografo
sfingedoj	sfingedoj
sfinglipido	sfinglipido
sfingolo	sfingolo
sfingozino	sfingozino
sfinkŝo	sfinkŝo
sialo	sialo
sialogena	sialogena
sialoreo	sialoreo
siderito	siderito
Sidonio	Sidonio
Sidono	Sidono
sienito	sienito
sifiliŝo	sifiliŝo
sigilario	sigilario
Sigismondo	Sigismondo
sigmoido	sigmoido
signaturi	signaturi
signaturo	signaturo
signifika	signifika
signifikanca	signifikanca
signifikanco	signifikanco
signifiki	signifiki
Siksto	Siksto
silano	silano
sileo	sileo
silibo	silibo
siliciato	siliciato
siliciido	siliciido
silicozo	silicozo
silikato	silikato
silto	silto
siltopetro	siltopetro
silviedoj	silviedoj
silvino	silvino
simarubacoj	simarubacoj
simarubo	simarubo
simbionto	simbionto
simbiozanto	simbiozanto
simbranko	simbranko
simbrankoformaj	simbrankoformaj
Simeono	Simeono
simfalango	simfalango
simieska	simieska
simo	simo
Simonido	Simonido
simpata	simpata
simpatektomio	simpatektomio
simpatino	simpatino
simpato	simpato
simplekso	simplekso
simptomologio	simptomologio
simulio	simulio
simuno	simuno
sinagoĝo	sinagoĝo
sinalefo	sinalefo
sinantropo	sinantropo
sinartro	sinartro
sincitio	sincitio
sinekdoko	sinekdoko
sinerezo	sinerezo
sinistra	sinistra
sinistro	sinistro
sinistrozo	sinistrozo
sinjorido	sinjorido
sinklinalo	sinklinalo
sinkronoskopo	sinkronoskopo
sinoplo	sinoplo
sinosto	sinosto
sinoviito	sinoviito
sintagmo	sintagmo
sintakŝo	sintakŝo
sintezazo	sintezazo
sintri	sintri
sirinkso	sirinkso
Siro	Siro
Sirtoj	Sirtoj
sisopo	sisopo
Sisterono	Sisterono
sitŭo	sitŭo
Siu-urbo	Siu-urbo
siumo	siumo
sizaro	sizaro
Sizifa	Sizifa
sizimbrio	sizimbrio
Siĥemo	Siĥemo
siĥo	siĥo
skabo	skabo
skafoido	skafoido
skafopodoj	skafopodoj
skaldo	skaldo
skandiko	skandiko
skanografio	skanografio
skanografo	skanografo
skao	skao
skapo	skapo
skarifikatoro	skarifikatoro
skerĉo	skerĉo
skino	skino
skiro	skiro
skistosomo	skistosomo
skistosomozo	skistosomozo
skita	skita
Skitio	Skitio
